berita;ringkasan;url
Sebelumnya, Ketua DPRD DKI Jakarta Prasetio Edi Marsudi mengatakan kehadiran Skybridge Tanah Abang tersebut juga belum bisa menjamin para PKL tak lagi berjualan di sepanjang Jalan Jatibaru.;Kehadiran Skybridge Tanah Abang belum bisa menjamin PKL tak berjualan di sepanjang Jalan Jatibaru.;https://www.cnnindonesia.com/nasional/20181112195126-20-345973/proyek-skybridge-molor-anies-panggil-dirut-sarana-jaya
Pemprov DKI melalui Dinas Koperasi, UMKM, dan Perdagangan berencana memindahkan PKL yang selama ini berjualan di sepanjang Jalan Jatibaru ke skybridge. Dengan memindahkan PKL tersebut Jalan Jatibaru bisa kembali dibuka untuk lalu lintas kendaraan.;Pemprov DKI berencana memindahkan PKL yang berjualan di sepanjang Jalan Jatibaru ke skybridge.;https://www.cnnindonesia.com/nasional/20181112195126-20-345973/proyek-skybridge-molor-anies-panggil-dirut-sarana-jaya
Skybridge Tanah Abang akan dilengkapi 446 kios berukuran 1,5 x 2 meter untuk para PKL. Nantinya PKL yang berjualan di atas skybridge diwajibkan membayar biaya retribusi Rp500 ribu per bulan untuk biaya kebersihan, keamanan, dan penerangan.;Skybridge Tanah Abang dilengkapi 446 kios. PKL yang berjualan di skybridge diwajibkan membayar Rp500 ribu per bulan.;https://www.cnnindonesia.com/nasional/20181112195126-20-345973/proyek-skybridge-molor-anies-panggil-dirut-sarana-jaya
Operasi Zebra Toba 2018 Sumatra Utara resmi berakhir Senin (12/11). Total pelanggaran yang tercatat sepanjang operasi zebra mencapai 50.580 pelanggaran. Angka ini mengalami kenaikan tujuh persen dibanding 2017 sebanyak 47.436 pelanggaran.;Operasi Zebra Toba 2018 Sumatra Utara resmi berakhir. Total pelanggaran tercatat 50.580 pelanggaran dan mengalami kenaikan. ;https://www.cnnindonesia.com/nasional/20181114070226-20-346338/operasi-zebra-toba-2018-berakhir-44-meninggal-kecelakaan
Tilang tercatat mencapai 42.821 perkara atau naik lima persen dari sebelumnya 40.688 perkara pada 2017. Sedangkan untuk teguran mencapai 7.759 perkara atau naik 15 persen dari 6.748 perkara pada 2017 lalu.;Tilang tercatat mencapai 42.821 perkara. Sedangkan teguran mencapai 7.759 perkara.;https://www.cnnindonesia.com/nasional/20181114070226-20-346338/operasi-zebra-toba-2018-berakhir-44-meninggal-kecelakaan
Jumlah korban tewas akibat kecelakaan mencapai 44 orang atau naik 110 persen dari tahun 2017 yang hanya 21 orang. Korban luka berat mencapai 36 orang atau naik 38 persen dari 26 orang, sementara luka ringan 85 orang atau naik 29 persen dari sebelumnya 66 orang.;Jumlah korban tewas, luka berat dan luka ringan akibat kecelakaan naik.;https://www.cnnindonesia.com/nasional/20181114070226-20-346338/operasi-zebra-toba-2018-berakhir-44-meninggal-kecelakaan
Jumlah pelanggaran terbanyak terjadi di wilayah hukum Polrestabes Medan dengan 7.187 pelanggaran yang terdiri dari 5.887 tilang dan 1.300 teguran.;Pelanggaran terbanyak terjadi di wilayah hukum Polrestabes Medan.;https://www.cnnindonesia.com/nasional/20181114070226-20-346338/operasi-zebra-toba-2018-berakhir-44-meninggal-kecelakaan
Kementerian Perhubungan (Kemenhub) memastikan kebijakan ganjil-genap di gerbang tol Tambun akan berlaku efektif pada awal Desember 2018. ;Kemenhub memastikan kebijakan ganjil-genap di gerbang tol Tambun efektif.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Saat ini penerapan ganjil-genap di gerbang tol Tambun masih sebatas sosialisasi. Sosialisasi sudah dilakukan sejak Kamis (15/11/2018).;Penerapan ganjil-genap di gerbang tol Tambun sebatas sosialisasi.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Penerapan ganjil-genap di gerbang tol Tambun diharapkan bisa lebih efektif dalam mengurangi volume kendaraan di tol Jakarta-Cikampek pada jam pemberlakuan ganjil-genap.;Penerapan ganjil-genap di gerbang tol Tambun diharapkan bisa mengurangi volume kendaraan.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Sekretaris Badan Pengelola Transportasi Jabodetabek (BPTJ) Kemenhub Hindro Surahmat mengatakan kebijakan ganjil-genap ini akan berlaku pada pukul 06.00-09.00 WIB. ;Kebijakan ganjil-genap berlaku pukul 06.00-09.00 WIB.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Hal ini dilakukan sebagai bentuk penanganan kemacetan di ruas tol Jakarta-Cikampek karena pembangunan tol layang (elevated), LRT Jabodebek, dan kereta api cepat Jakarta-Bandung yang kini dalam tahap pembangunan berdampak pada kemacetan di ruas tol tersebut.;Penanganan kemacetan di ruas tol Jakarta-Cikampek.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Dalam kesempatan yang sama, Menteri Perhubungan Budi Karya Sumadi mengimbau truk overdimention dan overload (ODOL) tidak menggunakan jalur tol Jakarta-Cikampek. Pasalnya, truk ODOL akan membuat kendaraan lainnya tak bisa memacu kendaraan dalam kecepatan standar.;Budi Karya Sumadi mengimbau agar truk ODOL tidak menggunakan jalur tol Jakarta-Cikampek.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Namun, khusus di tol Bekasi Barat, Budi memastikan akan melakukan tilang kepada ODOL yang masuk.;ODOL yang masuk tol Bekasi Barat akan ditilang.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Terkait indikator keberhasilan kebijakan ganjil-genap, tambah Budi, akan terlihat dari kenaikan percepatan menjadi 30-40 persen. ;Indikator keberhasilan ganjil-genap terlihat dari kenaikan percepatan.;https://www.cnnindonesia.com/nasional/20181120153506-20-347902/kebijakan-ganjil-genap-tol-tambun-berlaku-desember-2018
Polisi merilis setidaknya 197 kecelakaan lalu lintas sepanjang Januari-Oktober 2018 melibatkan anak di bawah umur. Mayoritas kecelakaan tersebut melibatkan anak usia 11-17 tahun dengan moda kendaraan bermotor roda dua.;197 kecelakaan lalu lintas melibatkan anak dibawah umur.;https://www.cnnindonesia.com/nasional/20181123162343-12-348744/sepanjang-2018-197-kecelakaan-lalu-lintas-libatkan-anak-anak
Pada tahun 2017, jumlah kecelakaan lalin tercatat 157 peristiwa dengan mayoritas pengendara berusia 11-17 tahun.;Jumlah kecelakaan lalin tercatat 157 peristiwa.;https://www.cnnindonesia.com/nasional/20181123162343-12-348744/sepanjang-2018-197-kecelakaan-lalu-lintas-libatkan-anak-anak
Korban tewas dengan pengendara usia 11-17 tahun yang kecelakaan lalin mencapai 22 orang, luka berat 24, dan luka ringan 68.;Korban tewas pengendara usia 11-17 mencapai 22 orang.;https://www.cnnindonesia.com/nasional/20181123162343-12-348744/sepanjang-2018-197-kecelakaan-lalu-lintas-libatkan-anak-anak
Sementara itu Direktur Lalu Lintas Polda Metro Jaya Komisaris Besar Yusuf mengatakan pihaknya tetap menindak para pelanggar lalu lintas yang merupakan anak di bawah umur. Namun yang membedakan adalah proses penindakan tersebut menggunakan sistem peradilan anak.;Pelanggar lalu lintas dibawah umur tetap ditindak namun proses penindakan berbeda.;https://www.cnnindonesia.com/nasional/20181123162343-12-348744/sepanjang-2018-197-kecelakaan-lalu-lintas-libatkan-anak-anak
Proses hukum terhadap pelanggar lalu lintas anak di bawah umur dilakukan lewat mekanisme yang tak biasa. Dengan UU Sistem Peradilan Anak, penyidikannya dilakukan tertutup dan bisa didampingi oleh orangtua.;Proses hukum pelanggar lalu lintas dibawah umur lewat mekanisme yang tak biasa.;https://www.cnnindonesia.com/nasional/20181123162343-12-348744/sepanjang-2018-197-kecelakaan-lalu-lintas-libatkan-anak-anak
Gubernur DKI Jakarta Anies Baswedan menyebut tak akan menerapkan sistem jalan berbayar elektronik atau electronic road pricing (ERP) pada sepeda motor.;Anies Baswedan tak akan menerapkan ERP pada sepeda motor.;https://www.cnnindonesia.com/nasional/20181124144057-20-348923/anies-ogah-terapkan-sistem-jalan-berbayar-pada-motor
Dalam pasal 8 ayat 1 Pergub 25/2017 diatur kendaraan yang boleh melintas di jalan berbayar adalah mobil, bus, mobil barang, kendaraan umum, mobil dinas, ambulans, serta mobil pemadam kebakaran. ;Dalam pasal 8 ayat 1 Pergub 25/2017 diatur kendaraan yang boleh melintas di jalan berbayar. ;https://www.cnnindonesia.com/nasional/20181124144057-20-348923/anies-ogah-terapkan-sistem-jalan-berbayar-pada-motor
Direktorat Lalu Lintas Polda Metro Jaya resmi meluncurkan sistem tilang elektronik (ETLE), integrasi nomor kendaraan bermotor, dan SMS Info 8893, di kawasan Bundaran Hotel Indonesia (HI), Jakarta Pusat, Minggu (25/11). Peluncuran inovasi baru itu bersamaan dengan kegiatan 'Car Free Day'.;Direktorat Lalu Lintas Polda Metro Jaya resmi meluncurkan ETLE. Peluncuran bersamaan dengan Car Free Day.;https://www.cnnindonesia.com/nasional/20181125105711-20-349056/tilang-elektronik-diharap-bikin-masyarakat-tertib-berkendara
Wakil Kepala Polri (Wakapolri) Komisaris Jenderal Ari Dono Sukmanto berharap sistem tilang elektronik mampu mengubah perilaku masyarakat dalam berlalu lintas.;Wakapolri berharap sistem tilang elektronik mampu mengubah perilaku berlalu lintas.;https://www.cnnindonesia.com/nasional/20181125105711-20-349056/tilang-elektronik-diharap-bikin-masyarakat-tertib-berkendara
Menurut Ari, sistem tilang elektronik ini menggunakan teknologi kamera Automatic Number Plate Recognition (ANPR) yang terpasang di sejumlah titik jalan Jakarta.;Sistem tilang elektronik menggunakan teknologi kamera ANPR.;https://www.cnnindonesia.com/nasional/20181125105711-20-349056/tilang-elektronik-diharap-bikin-masyarakat-tertib-berkendara
Ari pun berharap Anies agar Pemprov DKI Jakarta membantu pemasangan kamera pengintai untuk tilang elektronik ini di seluruh sudut jalan. ;Pemasangan kamera pengintai di seluruh sudut jalan.;https://www.cnnindonesia.com/nasional/20181125105711-20-349056/tilang-elektronik-diharap-bikin-masyarakat-tertib-berkendara
Menurutnya, sistem tilang elektronik ini nantinya benar-benar bisa menekan angka pelanggaran lalu lintas.;Sistem tilang elektronik bisa menekan angka pelanggaran.;https://www.cnnindonesia.com/nasional/20181125105711-20-349056/tilang-elektronik-diharap-bikin-masyarakat-tertib-berkendara
Rencananya pada 2019, sistem tilang elektronik ini dikembangkan dengan menempatkan sebanyak 81 kamera ANPR yang tersebar pada 25 persimpangan di wilayah Jakarta.;Tilang elektronik dikembangkan dengan menempatkan 81 kamera ANPR pada 25 persimpangan.;https://www.cnnindonesia.com/nasional/20181125105711-20-349056/tilang-elektronik-diharap-bikin-masyarakat-tertib-berkendara
Petugas Polda Metro Jaya mencatat 3.624 kendaraan terkena tilang elektronik di Jalan MH Thamrin dan persimpangan Patung Kuda Jalan Medan Merdeka Barat selama 24 hari (1-24 November 2018).;Petugas Polda Metro Jaya mencatat 3.624 kendaraan terkena tilang elektronik.;https://www.cnnindonesia.com/nasional/20181127123604-12-349549/24-hari-tilang-elektronik-polisi-jaring-3624-kendaraan
Selanjutnya, petugas mengirimkan surat konfirmasi disertai bukti pelanggaran ke alamat pemilik kendaraan melalui PT Pos Indonesia atau surat elektronik maksimal tiga hari setelah melakukan pelanggaran.;Surat konfirmasi disertai bukti pelanggaran dikirim ke alamat pemilik kendaraan.;https://www.cnnindonesia.com/nasional/20181127123604-12-349549/24-hari-tilang-elektronik-polisi-jaring-3624-kendaraan
Setelah mendapat surat konfirmasi, pemilik kendaraan memiliki waktu selama lima hari untuk mengkonfirmasi penerimaan ke website www.etle-pmj.info atau aplikasi ETLE-PMJ yang dapat diunduh melalui android, atau melalui PT Pos Indonesia.;Pemilik kendaraan memiliki waktu lima hari untuk mengkonfirmasi penerimaan.;https://www.cnnindonesia.com/nasional/20181127123604-12-349549/24-hari-tilang-elektronik-polisi-jaring-3624-kendaraan
Pemilik kendaraan akan mendapat surat tilang berwarna biru sebagai bukti pelanggaran setelah menerima konfirmasi berikut dengan kode BRI virtual untuk menyelesaikan pembayaran denda paling lama satu pekan melalui bank BRI.;Pemilik kendaraan mendapat surat tilang biru dengan kode BRI virtual.;https://www.cnnindonesia.com/nasional/20181127123604-12-349549/24-hari-tilang-elektronik-polisi-jaring-3624-kendaraan
Yusuf menyatakan pemilik kendaraan yang tidak menyelesaikan denda hingga batas waktu yang ditentukan maka secara otomatis STNK diblokir sementara dan akan diaktifkan kembali setelah denda dibayar.;Pemilik kendaraan yang tidak menyelesaikan denda secara otomatis STNK diblokir.;https://www.cnnindonesia.com/nasional/20181127123604-12-349549/24-hari-tilang-elektronik-polisi-jaring-3624-kendaraan
Keretakan jalan sepanjang kurang lebih 20 meter terjadi di kawasan Riung Gunung, Puncak, Jawa Barat. ;Keretakan jalan 20 meter terjadi di Riung Gunung. ;https://www.cnnindonesia.com/nasional/20181129114538-20-350138/jalan-retak-di-riung-gunung-puncak-bus-dilarang-melintas
Lokasi Riung Gunung sebelumnya mengalami longsor di separuh badan jalan.;Riung Gunung sebelumnya mengalami longsor.;https://www.cnnindonesia.com/nasional/20181129114538-20-350138/jalan-retak-di-riung-gunung-puncak-bus-dilarang-melintas
Hasby mengatakan kendaraan besar seperti bus dan truk dilarang melintas dari Gunung Mas-Ciloto hingga waktu yang tidak ditentukan. ;Kendaraan besar dilarang melintas dari Gunung Mas-Ciloto.;https://www.cnnindonesia.com/nasional/20181129114538-20-350138/jalan-retak-di-riung-gunung-puncak-bus-dilarang-melintas
Hasby mengimbau truk dan bus atau kendaraan lainnya yang mau menuju Cianjur atau Bandung supaya melintas melalui jalur alternatif, yaitu jalur Jonggol-Cariu atau Sukabumi.;Hasby mengimbau truk dan bus supaya melalui jalur alternatif.;https://www.cnnindonesia.com/nasional/20181129114538-20-350138/jalan-retak-di-riung-gunung-puncak-bus-dilarang-melintas
Pada bulan Februari lalu, diketahui terdapat 22 titik longsor di kawasan Puncak. ;Pada bulan Februari terdapat 22 titik longsor.;https://www.cnnindonesia.com/nasional/20181129114538-20-350138/jalan-retak-di-riung-gunung-puncak-bus-dilarang-melintas
Selama 10 hari Kementerian Perhubungan pun memutuskan menutup sementara jalur Gunung Mas, Bogor, hingga Ciloto, Cianjur yang bertujuan mencegah longsor yang rawan akibat beban kendaraan.;Kementerian Perhubungan memutuskan menutup sementara jalur Gunung Mas, Bogor, hingga Ciloto, Cianjur.;https://www.cnnindonesia.com/nasional/20181129114538-20-350138/jalan-retak-di-riung-gunung-puncak-bus-dilarang-melintas
Pascalongsor mengakibatkan Puncak menjadi kota mati. Hal ini dikarenakan ketiadaan listrik dan sepinya laju kendaraan.;Pascalongsor puncak menjadi kota mati.;https://www.cnnindonesia.com/nasional/20181129114538-20-350138/jalan-retak-di-riung-gunung-puncak-bus-dilarang-melintas
Direktorat Lalu Lintas Polda Metro Jaya menyiapkan sejumlah rute rekayasa arus lalu lintas saat Reuni Alumni 212 digelar di Monas, Minggu (2/12) mendatang.;Rute rekayasa arus lalu lintas saat Reuni Alumni 212 disiapkan.;https://www.cnnindonesia.com/nasional/20181129171254-12-350190/polisi-rekayasa-lalu-lintas-saat-reuni-alumni-212
Kasubdit Penegakan Hukum dan Pembinaan Ditlantas Polda Metro Jaya AKBP Budiyanto mengatakan pengamanan arus lalu lintas akan dilakukan sejak pukul 02.00 WIB. ;Pengamanan arus lalu lintas dilakukan pukul 02.00 WIB.;https://www.cnnindonesia.com/nasional/20181129171254-12-350190/polisi-rekayasa-lalu-lintas-saat-reuni-alumni-212
Hal tersebut mengingat acara reuni akan dilakukan pada pukul 03.00 WIB.;Acara reuni dilakukan pukul 03.00 WIB.;https://www.cnnindonesia.com/nasional/20181129171254-12-350190/polisi-rekayasa-lalu-lintas-saat-reuni-alumni-213
Budiyanto mengatakan untuk polisi lalu lintas akan dikerahkan sebanyak 1.459 personel.;Polisi lalu lintas dikerahkan 1.459 personel.;https://www.cnnindonesia.com/nasional/20181129171254-12-350190/polisi-rekayasa-lalu-lintas-saat-reuni-alumni-212
Dinas Perhubungan DKI Jakarta akan menutup Jalan Otista 3 di Jakarta Timur selama tiga bulan karena di lokasi tersebut terdapat pekerjaan terowongan pengendali banjir Sungai Ciliwung.;Dinas Perhubungan DKI Jakarta akan menutup Jalan Otista 3 selama tiga bulan.;https://www.cnnindonesia.com/nasional/20181201233947-20-350434/konstruksi-ciliwung-dishub-dki-tutup-jalan-otista-tiga-bulan
Dalam keterangan tertulis, Dinas Perhubungan DKI Jakarta menyebutkan pihaknya akan melakukan pengalihan arus lalu lintas di Jalan Otista 3 itu selama pengerjaan konstruksi yang akan berlangsung pada 3 Desember 2018 hingga 3 Februari 2019.;Dinas Perhubungan DKI Jakarta akan melakukan pengalihan arus lalu lintas di Jalan Otista 3 selama pengerjaan konstruksi.;https://www.cnnindonesia.com/nasional/20181201233947-20-350434/konstruksi-ciliwung-dishub-dki-tutup-jalan-otista-tiga-bulan
PT Kelapa Setangkal Makmur Sejahtera yang merupakan pelaksana proyek tersebut bertanggung jawab terhadap keselamatan dan keamanan pengguna jalan di lokasi, baik pengguna kendaraan bermotor dan maupun tidak menggunakan kendaraan.;PT Kelapa Setangkal Makmur Sejahtera bertanggung jawab terhadap keselamatan dan keamanan pengguna jalan di lokasi.;https://www.cnnindonesia.com/nasional/20181201233947-20-350434/konstruksi-ciliwung-dishub-dki-tutup-jalan-otista-tiga-bulan
Wacana pemberlakuan sistem ganjil genap di Jawa Timur untuk mengatasi kemacetan membuat gelisah para driver ojek online.;Pemberlakuan ganjil genap membuat gelisah ojek online.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Perhimpunan Driver Online Indonesia (PDOI) dengan tegas menolak penerapan ganjil genap di wilayahnya.;PDOI menolak penerapan gajil genap.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Sistem ganjil genap ini, kata dia, akan menimbulkan masalah, yakni bertambahnya angka pengangguran. ;Sistem ganjil genap akan menambah angka pengangguran.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Mengingat pengemudi ojek online tidak lagi bisa produktif, karena hari kerja mereka akan berkurang 15 hari tiap bulannya.;Pengemudi ojek online tidak bisa produktif.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Daniel menyebut, sistem ini juga berpeluang memunculkan perilaku kecurangan oleh driver ojek online, yakni dengan memasang nomor pelat palsu pada mobilnya, demi bisa tetap mendapatkan order.;Sistem ini berpeluang memunculkan kecurangan driver ojek online.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Untuk itu, PDOI meminta pada instansi terkait dalam hal ini adalah Dishub Jatim untuk meninjau kembali rencana pemberlakuan sistem ganjil genap tersebut di Surabaya sebagai proyek percontohan untuk di Jatim.;PDOI meminta Dishub Jatim untuk meninjau kembali pemberlakuan sistem ganjil genap di Surabaya.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Kendati demikian, kata Daniel jika sistem ganjil genap ini pun tenyata memang benar-benar diterapkan, pihaknya pun tak akan tinggal diam. PDOI akan melakukan aksi unjuk rasa, hingga menggugat ke Mahkamah Agung.;Jika sistem ganjil genap diterapkan, PDOI tak akan tinggal diam.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Sementara itu Gubernur Jawa Timur Soekarwo dengan tegas memastikan bahwa kebijakan ganjil genap tersebut tak akan diterapkan di Jatim.;Soekarwo memastikan ganjil genap tak akan diterapkan di Jatim.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Sebelumnya, Kepala Badan Pengelola Transportasi Jabodetabek (BPTJ) Bambang Prihartono mengimbau agar Kota Surabaya untuk segera menerapkan kebijakan ganjil genap. Sebab aturan ini dianggap berhasil mengurangi kemacetan.;Bambang Prihartono mengimbau agar Kota Surabaya menerapkan kebijakan ganjil genap.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Surabaya, kata dia, diharapkan untuk segera menerapkan kebijakan itu, agar tak terlambat seperti halnya Jabodetabek. ;Menerapkan kebijakan di Surabaya.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Bambang juga siap menawarkan dirinya untuk membantu penataan transportasi di provinsi paling timur pulau Jawa ini.;Tawaran membantu penataan tranportasi.;https://www.cnnindonesia.com/nasional/20181204185413-20-351123/sistem-ganjil-genap-di-jawa-timur-driver-ojek-online-gelisah
Gubernur DKI Jakarta, Anies Baswedan, memutuskan untuk blusukan sembari meninjau Transjakarta usai mendampingi Presiden Joko Widodo melakukan kegiatan kepresidenan.;Anies Baswedan memutuskan untuk blusukan sembari meninjau Transjakarta.;https://www.cnnindonesia.com/nasional/20181204023555-20-350890/blusukan-ke-transjakarta-anies-dikritik-warga-soal-macet
Mansur mengatakan dirinya setiap hari menggunakan Transjakarta menuju tempat kerjanya di daerah Harmoni. Ia mengeluhkan saat ini waktu tempuh antarhalte bisa sampai 30 menit di jam-jam padat.;Mansur setiap hari menggunakan Transjakarta. Ia mengeluhkan waktu tempuh antarhalte Transjakarta.;https://www.cnnindonesia.com/nasional/20181204023555-20-350890/blusukan-ke-transjakarta-anies-dikritik-warga-soal-macet
Kecelakaan antara truk dan kendaraan bermotor lainnya terjadi di Jalan Raya Bumiayu, Jawa Tengah, Senin (10/12). ;Kecelakaan terjadi di Jalan Raya Bumiayu.;https://www.cnnindonesia.com/nasional/20181210140150-20-352458/kecelakaan-beruntun-di-bumiayu-4-orang-meninggal
Empat orang meninggal dunia, sementara beberapa orang lainnya mengalami luka dalam kecelakaan beruntun di Bumiayu tersebut.;Empat orang meninggal dunia dalam kecelakaan beruntun.;https://www.cnnindonesia.com/nasional/20181210140150-20-352458/kecelakaan-beruntun-di-bumiayu-4-orang-meninggal
Agus menjelaskan insiden itu terjadi pada pukul 12.30 WIB. Truk Mitsubishi tersebut melaju dari arah selatan ke utara dengan kecepatan sedang. ;Insiden itu terjadi pukul 12.30 WIB. Truk Mitsubishi melaju dengan kecepatan sedang.;https://www.cnnindonesia.com/nasional/20181210140150-20-352458/kecelakaan-beruntun-di-bumiayu-4-orang-meninggal
Namun ketika berada di lokasi, truk mengalami rem blong, kemudian menabrak kendaraan lain di depannya hingga terjadi kecelakaan lalu lintas.;Truk mengalami rem blong kemudian terjadi kecelakaan lalu lintas.;https://www.cnnindonesia.com/nasional/20181210140150-20-352458/kecelakaan-beruntun-di-bumiayu-4-orang-meninggal
Muhammad Nur Faizi, warga Brebes yang berada di lokasi kejadian mengatakan saat ini pihak kepolisian masih melakukan evakuasi korban.;Kepolisian melakukan evakuasi korban.;https://www.cnnindonesia.com/nasional/20181210140150-20-352458/kecelakaan-beruntun-di-bumiayu-4-orang-meninggal
Atas kecelakaan ini, kerugian diperkirakan mencapai Rp50 juta.;Kerugian kecelakaan mencapai Rp50 juta.;https://www.cnnindonesia.com/nasional/20181210140150-20-352458/kecelakaan-beruntun-di-bumiayu-4-orang-meninggal
Sementara polisi menutup Jalan Diponegoro, tepatnya di depan Rumah Sakit Umum Muhammadiyah. Masyarakat juga diimbau memutar ke jalan lingkar Bumiayu.;Polisi menutup Jalan Diponegoro, masyarakat diimbau memutar ke jalan lingkar Bumiayu.;https://www.cnnindonesia.com/nasional/20181210140150-20-352458/kecelakaan-beruntun-di-bumiayu-4-orang-meninggal
Direktorat Lalu Lintas Polda Metro Jaya bakal melakukan rekayasa lalu lintas pada Sabtu (15/12) terkait perhelatan konvoi Persija Jakarta yang memenangkan ajang Liga 1 beberapa hari lalu.;Rekayasa lalu lintas dilakukan terkait konvoi Persija Jakarta.;https://www.cnnindonesia.com/nasional/20181214110128-20-353635/polisi-rekayasa-lalu-lintas-di-konvoi-persija-besok
Kepala Sub Direktorat Pembinaan dan Penegakan Hukum Direktorat Lalu Lintas Polda Metro Jaya, Ajun Komisaris Besar Budiyanto menyatakan rekayasa lalu lintas dilakukan secara situasional.;Rekayasa lalu lintas dilakukan secara situasional.;https://www.cnnindonesia.com/nasional/20181214110128-20-353635/polisi-rekayasa-lalu-lintas-di-konvoi-persija-besok
Pengalihan dilakukan mengikuti pergerakan massa konvoi. Saat massa kumpul di pintu 1 Plaza Barat GBK maka arus yang mengarah GBK dialihkan. Kemudian pada saat konvoi melintas di simpang-simpang, akan ada pengalihan yang bersifat situasional.;Pengalihan dilakukan mengikuti pergerakan massa konvoi dan bersifat situasional.;https://www.cnnindonesia.com/nasional/20181214110128-20-353635/polisi-rekayasa-lalu-lintas-di-konvoi-persija-besok
Kepala Polresta Padang, Komisaris Besar Yulmar Try Himawan mengatakan, jalur yang menghubungkan Kota Padang dengan Kabupaten Solok sudah bisa dilalui kendaraan usai tertimbun material longsor Kamis (13/1) malam.;Jalur yang menghubungkan Kota Padang dengan Kabupaten Solok sudah bisa dilalui kendaraan.;https://www.cnnindonesia.com/nasional/20181214161020-20-353719/jalur-padang-solok-sudah-bisa-dilalui-usai-tertimbun-longsor
Menurut Yulmar, jalur tersebut dapat dilalui kendaraan dengan menggunakan sistem buka tutup karena masih ada pengerjaan alat berat untuk membersihkan material longsor.;Jalur dapat dilalui kendaraan dengan sistem buka tutup.;https://www.cnnindonesia.com/nasional/20181214161020-20-353719/jalur-padang-solok-sudah-bisa-dilalui-usai-tertimbun-longsor
Material longsor tersebut menutupi badan jalan dan memutus akses kendaraan, baik roda dua maupun roda empat karena material longsor dan pohon tumbang menutupi badan jalan.;Material longsor menutupi badan jalan dan memutus akses kendaraan.;https://www.cnnindonesia.com/nasional/20181214161020-20-353719/jalur-padang-solok-sudah-bisa-dilalui-usai-tertimbun-longsor
Dari informasi BPBD Sumbar ada lima korban yang terdampak longsor tersebut. Rinciannya satu orang meninggal dunia, sisanya luka-luka. Seluruh korban sudah dievakuasi ke Rumah Sakit Semen Padang.;Lima korban longsor dievakuasi ke Rumah Sakit Semen Padang.;https://www.cnnindonesia.com/nasional/20181214161020-20-353719/jalur-padang-solok-sudah-bisa-dilalui-usai-tertimbun-longsor
Jembatan Penyeberangan Orang (JPO) Tosari malam ini akan dibongkar. Kasubdit Gakkum Ditlantas Polda Metro Jaya AKBP Budiyanto mengatakan selama proses pembongkaran, polisi akan menerapkan rekayasa lalu lintas di sekitarnya.;JPO dibongkar, polisi menerapkan rekayasa lalu lintas disekitarnya.;https://www.cnnindonesia.com/nasional/20181214194115-20-353801/jpo-tosari-dibongkar-malam-ini-rekayasa-lalu-lintas-digelar
Pembongkaran JPO akan berlangsung selama empat hari yakni 14-17 Desember. ;Pembongkaran JPO berlangsung empat hari.;https://www.cnnindonesia.com/nasional/20181214194115-20-353801/jpo-tosari-dibongkar-malam-ini-rekayasa-lalu-lintas-digelar
Sementara penerapan rekayasa lalu lintas dimulai pukul 23.00 hingga pukul 04.00.;Rekayasa lalu lintas dimulai pukul 23.00 hingga 04.00.;https://www.cnnindonesia.com/nasional/20181214194115-20-353801/jpo-tosari-dibongkar-malam-ini-rekayasa-lalu-lintas-digelar
